"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"253","Funciona","POINT (-46.4969968260899 -23.6485523818818)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," GUARATINGUETA CONDOMINIO 04                                 "," ASSINADO"," 200"," "," FAR"," AVENIDA GUARATINGUETA 1051"," "," AVENIDA GUARATINGUETA 1051                                  "," "," "," SANTO ANDRÉ"," 3547809"," RMSP"," 36812463"," 30/09/2013 00","00",253
"254","Funciona","POINT (-47.8425000005805 -21.1472220006087)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DE INTERESSE SOCIAL QUADRA 06        "," ASSINADO"," 96"," "," FAR"," "," "," RUA ANTONIO YOUSSIF ISSA- QDRA 4- LT 1 A 26                 "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 29070191"," 29/06/2009 00","00",254
"255","Funciona","POINT (-46.4497222222222 -23.9977777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL ONIX"," "," 120"," APARTAMENTO"," FAR"," RUA ADOLFINO DE ARRUDA CASTANHO QD39 LOTE 11 UNIFICADO"," "," "," PRAIA GRANDE"," "," PRAIA GRANDE"," 3541000"," RMBS"," 33892527"," 31/08/2010 00","00",255
"256","Funciona","POINT (-46.4505555555556 -23.9977777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL AGATA"," "," 87"," APARTAMENTO"," FAR"," RUA ANTONIO FAGUNDES DOS SANTOS QDA38-1 LOTE 03"," "," "," PRAIA GRANDE"," "," PRAIA GRANDE"," 3541000"," RMBS"," 33892631"," 31/08/2010 00","00",256
"257","Funciona","POINT (-49.7572222222222 -21.6491666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL GOVERNADOR FRANCO MONTORO"," "," 288"," APARTAMENTO"," FAR"," RUA ANGELINA ALBANEZI, S/N"," "," "," LINS/SP"," "," LINS"," 3527108"," ESP"," 0318938-57"," 12/04/2010 00","00",257
"258","Funciona","POINT (-47.1711111111111 -22.9719444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PARQUE CAMPINAS QUADRA B1"," "," 140"," APARTAMENTO"," FAR"," AV. CAMUCIM"," "," "," CAMPINAS"," "," CAMPINAS"," 3509502"," RMC"," 0299149-86"," 21/12/2009 00","00",258
"259","Funciona","POINT (-47.2019444444444 -22.8638888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PERUIBE"," "," 240"," APARTAMENTO"," FAR"," PROLONGAMENTO DA RUA SEVERINO JOSE DA SILVA"," "," "," JARDIM MINDA"," "," HORTOLÂNDIA"," 3519071"," RMC"," 0300023-17"," 09/06/2010 00","00",259
"260","Funciona","POINT (-47.8422220005806 -21.1466670006088)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DE INTERESSE SOCIAL QUADRA 02        "," ASSINADO"," 72"," "," FAR"," "," "," RUA CEL JOSE RUIZ QDRA 2 LT DE 01 A 20                      "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 29069510"," 29/06/2009 00","00",260
"261","Funciona","POINT (-47.8425000005806 -21.1463890006088)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DE INTERESSE SOCIAL QUADRA 01        "," ASSINADO"," 72"," "," FAR"," "," "," RUA MARIA A RIZZO RUIZ QDRA 1, LT 1 A 20                    "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 29068931"," 29/06/2009 00","00",261
"262","Funciona","POINT (-47.8411110005806 -21.1472220006088)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DE INTERESSE SOCIAL QUADRA 05        "," ASSINADO"," 88"," "," FAR"," "," "," RUA MARIA CELINA BIN ROSA QDRA 5, LOTE DE 1 A 24            "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 29069957"," 29/06/2009 00","00",262
"263","Funciona","POINT (-46.5435185600329 -23.7130628994083)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL INDEPENDENCIA                        "," ASSINADO"," 420"," "," FAR - Urbanização"," RUA TIRADENTES 150"," "," RUA TIRADENTES 150                                          "," "," "," SÃO BERNARDO DO CAMPO"," 3548708"," RMSP"," 34244266"," 28/09/2012 00","00",263
"264","Funciona","POINT (-47.8202780005835 -21.1144440006121)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL ZANA                                            "," ASSINADO"," 192"," "," FAR"," "," "," RUA JOSE ALCANTARA                                          "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 38561671"," 15/01/2013 00","00",264
"265","Funciona","POINT (-47.8408330005806 -21.1469440006088)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL DE INTERESSE SOCIAL QUADRA 03        "," ASSINADO"," 120"," "," FAR"," "," "," RUA JOAO DINIZ ALVIM- QDRA 3 LOTE 1 A 32                    "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 29069392"," 29/06/2009 00","00",265
"266","Funciona","POINT (-47.8191670005844 -21.101389000613)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MENDES BATISTA                                  "," ASSINADO"," 96"," "," FAR"," "," "," RUA JOSE ALCANTARA                                          "," "," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 38230091"," 31/08/2012 00","00",266
"267","Funciona","POINT (-46.4280555555556 -23.5544444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SANTA ADELIA, RESIDENCIAL"," "," 118"," APARTAMENTO"," FAR"," RUA FASCINACAO S/N"," "," "," ITAQUERA"," "," SÃO PAULO"," 3550308"," RMSP"," 0322000-03"," 15/12/2010 00","00",267
"268","Funciona","POINT (-46.809127164926 -23.8112014231054)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESERVA EMBU GUACU                                          "," ASSINADO"," 360"," "," FAR"," AVENIDA DOUTOR ANDRE STUCCHI 1"," "," AV DR ANDRE STUCCHI X RUA MARIA GUIOMAR DE SOUZA            "," "," "," EMBU-GUAÇU"," 3515103"," RMSP"," 33244147"," 28/09/2012 00","00",268
"269","Funciona","POINT (-48.1425 -21.7436111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DE INTERESSE SOCIAL JARDIM SAO RAFAEL II"," "," 498"," CASA/LOTEAMENTO"," FAR"," ESTRADA MUNICIPAL AR 347"," "," "," JARDIM INDAIA"," "," ARARAQUARA"," 3503208"," ESP"," 0289797-25"," 29/06/2009 00","00",269
"270","Funciona","POINT (-48.9247222222222 -23.1227777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VALE DO SOL - AVARE/SP"," "," 93"," CASA/CONDOMINIO"," FAR"," AV BRASILIA, GLEBA C - FAZ PONTE ALTA - VILA JARDIM - AVARE"," "," "," VILA JARDIM - AVARE/SP"," "," AVARÉ"," 3504503"," ESP"," 0300022-03"," 30/12/2009 00","00",270
"271","Funciona","POINT (-48.9225 -23.1219444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VILA SERENA - AVARE/SP"," "," 134"," CASA/CONDOMINIO"," FAR"," ESTRADA MUNIC AVR 354 -GLEBA B -FAZ PONTE ALTA- V.JARDIM"," "," "," VILA JARDIM"," "," AVARÉ"," 3504503"," ESP"," 0300025-36"," 30/12/2009 00","00",271
"272","Funciona","POINT (-48.9225 -23.1230555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VENEZA"," "," 104"," CASA/CONDOMINIO"," FAR"," ESTRADA MUNICIPAL AVR 040, GLEBA A FAZENDA PONTE ALTA"," "," "," AVARE/SP"," "," AVARÉ"," 3504503"," ESP"," 0305188-11"," 22/09/2010 00","00",272
"273","Funciona","POINT (-46.7291032374316 -22.0548737303327)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE RESEDAS - SAO JOAO DA BOA VISTA                      "," ASSINADO"," 926"," "," FAR"," ESTRADA VICINALJOSE RUI L AZEVEDO 1"," "," ESTRADA VICINALJOSE RUI L AZEVEDO                           "," "," "," SÃO JOÃO DA BOA VISTA"," 3549102"," ESP"," 40165494"," 30/12/2013 00","00",273
"274","Funciona","POINT (-50.4936111111111 -21.9155555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM UNESP III"," "," 377"," CASA/LOTEAMENTO"," FAR"," AVENIDA 3 - TUPA/SP"," "," "," JARDIM UNESP"," "," TUPÃ"," 3555000"," ESP"," 0361920-53"," 07/10/2011 00","00",274
"275","Funciona","POINT (-46.8074807453239 -23.5782515495963)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO FLOR DE LIS                                      "," ASSINADO"," 300"," "," FAR - Urbanização"," VIA TRANSVERSAL SUL  1"," "," VIA TRANSVERSAL SUL, S/N                                    "," "," "," OSASCO"," 3534401"," RMSP"," 40164790"," 27/12/2013 00","00",275
"276","Funciona","POINT (-46.6253658363231 -23.6884089510754)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO RESIDENCIAL VITORIA                                "," ASSINADO"," 40"," "," FAR"," AVENIDA ALDA COM RUA MODESTO ALVARES DIAS 1"," "," AVENIDA ALDA COM RUA MODESTO ALVARES DIAS                   "," "," "," DIADEMA"," 3513801"," RMSP"," 37882113"," 28/03/2013 00","00",276
"277","Funciona","POINT (-46.6158333333333 -23.6702777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," GEMA, COND. DA"," "," 232"," APARTAMENTO"," FAR"," RUA DA GEMA X RUA JACUI"," "," "," TABOAO"," "," DIADEMA"," 3513801"," RMSP"," 0306940-44"," 31/08/2011 00","00",277
"278","Funciona","POINT (-47.3655555555556 -21.9611111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL PIRASSUNUNGA ""F"""," "," 76"," CASA/LOTEAMENTO"," FAR"," RUA SANTA CLARA COM RUA SAO MARCOS"," "," "," VILA SANTA FE"," "," PIRASSUNUNGA"," 3539301"," ESP"," 0304378-88"," 22/12/2010 00","00",278
"279","Funciona","POINT (-46.465 -23.6375)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," SAO RAFAEL, CONDOMINIO RESIDENCIAL"," "," 200"," APARTAMENTO"," FAR"," ESTRADA DE SANTO ANDRE S/N"," "," "," SAO MATEUS"," "," SÃO PAULO"," 3550308"," RMSP"," 0290248-99"," 28/12/2009 00","00",279
"280","Funciona","POINT (-46.7616666666667 -23.6783333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RIBEIRAO PRETO, RESIDENCIAL"," "," 180"," APARTAMENTO"," FAR"," RUA FERREIROPOLIS S/N"," "," "," CAPAO REDONDO"," "," SÃO PAULO"," 3550308"," RMSP"," 0321974-69"," 29/12/2010 00","00",280
"281","Funciona","POINT (-46.4872222222222 -23.5430555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," BARRA BONITA, RESIDENCIAL"," "," 120"," APARTAMENTO"," FAR"," RUA PEIXOTO WERNECKX 113"," "," "," ITAQUERA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321993-95"," 29/12/2010 00","00",281
"282","Funciona","POINT (-46.4864274002995 -23.5419017978415)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CAMPOS DO JORDAO, RESIDENCIAL"," "," 100"," APARTAMENTO"," FAR"," RUA PEIXOTO WERNECK X RUA PE MIGUEL DE CAMPOS"," "," "," ITAQUERA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321995-13"," 29/12/2010 00","00",282
"283","Funciona","POINT (-47.8213888888889 -21.1308333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO BAHAMAS"," "," 32"," APARTAMENTO"," FAR"," QUADRA 1 LOTE 4"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301088-15"," 29/01/2010 00","00",283
"284","Funciona","POINT (-47.8222222222222 -21.1316666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO CANADA"," "," 32"," APARTAMENTO"," FAR"," QUADRA 3 LOTE 3"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301091-62"," 29/01/2010 00","00",284
"285","Funciona","POINT (-47.8222222222222 -21.1316666666667)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO GUATEMALA"," "," 32"," APARTAMENTO"," FAR"," QUADRA 4 LOTE 10"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301096-12"," 29/01/2010 00","00",285
"286","Funciona","POINT (-47.8222222222222 -21.1302777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO MEXICO"," "," 32"," APARTAMENTO"," FAR"," QUADRA 3 LOTE 1"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301102-93"," 29/01/2010 00","00",286
"287","Funciona","POINT (-47.8213888888889 -21.1308333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO EL SALVADOR"," "," 32"," APARTAMENTO"," FAR"," QUADRA 4 LOTE 1"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301107-43"," 29/01/2010 00","00",287
"288","Funciona","POINT (-47.8213888888889 -21.1308333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO GUIANA"," "," 32"," APARTAMENTO"," FAR"," QUADRA1 LOTE 5"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301112-17"," 29/01/2010 00","00",288
"289","Funciona","POINT (-47.8213888888889 -21.1308333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," EDIFICIO ESTADOS UNIDOS"," "," 32"," APARTAMENTO"," FAR"," QUADRA 3 LOTE 2"," "," "," RIBEIRAO PRETO"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0301114-35"," 29/01/2010 00","00",289
"290","Funciona","POINT (-46.4858333333333 -23.5544444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," IGUAPE A, CONDOMINIO RESIDENCIAL"," "," 300"," APARTAMENTO"," FAR"," AV. ITAQUERA S/N"," "," "," CIDADE LIDER - ITAQUERA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321987-16"," 01/10/2010 00","00",290
"291","Funciona","POINT (-48.9636111111111 -21.1527777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PAINEIRAS"," "," 112"," APARTAMENTO"," FAR"," RUA JOSE FRIAS GARCIA, 510"," "," "," LOTEAMENTO NACOES UNIDAS"," "," CATANDUVA"," 3511102"," ESP"," 0298852-98"," 18/12/2009 00","00",291
"292","Funciona","POINT (-46.8497222222222 -23.1947222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TUPI 1"," "," 240"," APARTAMENTO"," FAR"," VIA PUBLICA LOTE 1B JD TAMOIO NR 301"," "," "," JUNDIAI"," "," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," 0324184-66"," 06/09/2011 00","00",292
"293","Funciona","POINT (-46.8497222222222 -23.1947222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES TUPI 3"," "," 120"," APARTAMENTO"," FAR"," VIA PUBLICA LOTE 2B JD TAMOIO"," "," "," JUNDIAI"," "," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," 0324187-99"," 06/09/2011 00","00",293
"294","Funciona","POINT (-46.8497222222222 -23.1947222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TUPI 2"," "," 240"," APARTAMENTO"," FAR"," VIA PUBLICA LOTE 5A JD TAMOIO"," "," "," JUNDIAI"," "," JUNDIAÍ"," 3525904"," AU JUNDIAÍ"," 0324189-16"," 06/09/2011 00","00",294
"295","Funciona","POINT (-46.7886111111111 -23.6036111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," FRANCA, RESIDENCIAL"," "," 240"," APARTAMENTO"," FAR"," RUA ENG. ANTONIO EIRAS GARCIA COM PE MARCAL RODRIGUES 7441"," "," "," JARDIM ESMERALDA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321756-29"," 06/12/2010 00","00",295
"296","Funciona","POINT (-46.8044444444444 -23.5858333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARANAPIACABA, RESIDENCIAL"," "," 30"," APARTAMENTO"," FAR"," RUA CACHOEIRA DO ARREPENDIDO, 55 LOTE 5 QUADRA 37"," "," "," BUTANTA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321973-55"," 06/12/2010 00","00",296
"297","Funciona","POINT (-46.5033333333333 -23.6222222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ATIBAIA I, CONJ HABITACIONAL"," "," 140"," APARTAMENTO"," FAR"," RUA ALBERTO LAZARI S/N"," "," "," SAPOPEMBA"," "," SÃO PAULO"," 3550308"," RMSP"," 0321986-02"," 29/12/2011 00","00",297
"298","Funciona","POINT (-46.5033333333333 -23.6222222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ATIBAIA II, CONJUNTO HABITACIONAL"," "," 140"," APARTAMENTO"," FAR"," RUA JULIA GRISI S/N"," "," "," SAPOPEMBA"," "," SÃO PAULO"," 3550308"," RMSP"," 0342385-77"," 29/12/2011 00","00",298
"299","Funciona","POINT (-46.5033333333333 -23.6222222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL ATIBAIA III"," "," 20"," APARTAMENTO"," FAR"," RUA ANTONIO DE FRANCA E SILVA S/N"," "," "," SAPOPEMBA"," "," SÃO PAULO"," 3550308"," RMSP"," 0342387-95"," 29/12/2011 00","00",299
"300","Funciona","POINT (-47.1755555555556 -22.88)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL GUARUJA"," "," 300"," APARTAMENTO"," FAR"," PROLONGAMENTO DA RUA ANTONIA LUIZA DA JESUS"," "," "," JD NOVO ANGULO"," "," HORTOLÂNDIA"," 3519071"," RMC"," 0300035-52"," 07/10/2011 00","00",300
"301","Funciona","POINT (-47.8216666666667 -21.12)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL PALMIRO BIM"," "," 312"," APARTAMENTO"," FAR"," RUA PALMIRO BIM"," "," "," SETOR NORTE/N6"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," 0306762-97"," 11/08/2010 00","00",301
"302","Funciona","POINT (-47.9872222222222 -21.1038888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL ARAGAO I"," "," 352"," APARTAMENTO"," FAR"," RUA DELFINO ELIOTERIO DE ALMEIDA, 1021"," "," "," SERTAOZINHO"," "," SERTÃOZINHO"," 3551702"," ESP"," 0322197-74"," 29/12/2010 00","00",302
"303","Funciona","POINT (-47.9872222222222 -21.1038888888889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COND RES ARAGAO II"," "," 440"," APARTAMENTO"," FAR"," RUA DELFINO ELEOTERIO DE ALMEIDA, 1020"," "," "," SERTAOZINHO"," "," SERTÃOZINHO"," 3551702"," ESP"," 0322200-21"," 13/08/2010 00","00",303
"304","Funciona","POINT (-49.1177780004463 -22.3169440004557)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL AGUA DA GRAMA                                   "," ASSINADO"," 560"," "," FAR"," "," "," RUA DOIS JD MONTE VERDE                                     "," "," "," BAURU"," 3506003"," ESP"," 36721656"," 10/04/2012 00","00",304
"305","Funciona","POINT (-49.0338888888889 -22.2969444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SANTANA"," "," 576"," APARTAMENTO"," FAR"," RUA PEDRO LIPE S/N JARDIM CHAPADAO"," "," "," BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0368074-66"," 25/01/2012 00","00",305
"306","Funciona","POINT (-46.7366666666667 -22.4469444444444)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JOSE TONOLI"," "," 232"," CASA/LOTEAMENTO"," FAR"," QUADRAS"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00",306
"307","Funciona","POINT (-49.1208330004462 -22.3169440004555)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TRES AMERICAS II                                "," ASSINADO"," 384"," "," FAR"," "," "," PROLONGAMENTO DA RUA MANOEL R. MADURO S/N.                  "," "," "," BAURU"," 3506003"," ESP"," 36816788"," 02/03/2012 00","00",307
"308","Funciona","POINT (-48.9994444444444 -22.305)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS EUCALIPTOS"," "," 400"," APARTAMENTO"," FAR"," ANEXO AO NUCLEO OTAVIO RASI - BAURU/SP"," "," "," ANEXO AO NUCLEO OTAVIO RASI - BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0307341-18"," 29/01/2010 00","00",308
"309","Funciona","POINT (-49.0708333333333 -22.2922222222222)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MIRANTE DA COLINA"," "," 240"," APARTAMENTO"," FAR"," R. MARIO DOS REIS PEREIRA GLEBA 2 LADO PAR - BAURU/SP"," "," "," JD COLINA VERDE - BAURU/SP"," "," BAURU"," 3506003"," ESP"," 0340959-73"," 22/12/2010 00","00",309
"310","Funciona","POINT (-49.8583333333333 -22.9577777777778)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL OSWALDO BRIZOLA"," "," 258"," CASA/LOTEAMENTO"," FAR"," PROL DA RUA ALVARO DORIGUELO - OURINHOS/SP"," "," "," RES RECANTO DOS PASSAROS - OURINHOS/SP"," "," OURINHOS"," 3534708"," ESP"," 0302487-63"," 31/03/2010 00","00",310
"311","Funciona","POINT (-49.8366666666667 -22.9386111111111)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL RECANTO DOS PASSAROS II"," "," 124"," CASA/LOTEAMENTO"," FAR"," PROLONG. DAS RUAS ADALBERTO DIAS BOGADO E MARIA JOSE MILANI"," "," "," OURINHOS/SP"," "," OURINHOS"," 3534708"," ESP"," 0302494-55"," 28/04/2010 00","00",311
"312","Funciona","POINT (-49.8525 -22.9558333333333)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL REGINA BRISOLA"," "," 95"," CASA/LOTEAMENTO"," FAR"," PARALELA DA RUA ALVARO DORIGUELLO-RES REC PASSAROS-OURINHOS"," "," "," RESIDENCIAL RECANTO DOS PASSAROS - OURINHOS"," "," OURINHOS"," 3534708"," ESP"," 0303762-29"," 31/03/2010 00","00",312
"313","Funciona","POINT (-49.8486111111111 -22.9555555555556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VANDELENA MORAES FREIRE"," "," 200"," CASA/LOTEAMENTO"," FAR"," PROLONGAMENTO DA RUA ALVARO DORIGUELLO"," "," "," OURINHOS"," "," OURINHOS"," 3534708"," ESP"," 0362314-33"," 20/12/2011 00","00",313
"314","Funciona","POINT (-46.5998803683913 -23.1286889282286)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JERONIMO DE CAMARGO - CONDOMINIO 02                         "," "," 360"," "," FAR"," GERONIMO DE CAMARGO, CAETETUBA                              "," "," "," "," "," Atibaia "," 3504107"," RMSP"," 38271385"," 28/12/2012 00","00",314
"315","Funciona","POINT (-46.5993243738094 -23.1281329285245)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JERONIMO DE CAMARGO RESIDENCIAL 01                          "," "," 340"," "," FAR"," GERONIMO DE CAMARGO, CAETETUBA                              "," "," "," "," "," Atibaia "," 3504107"," RMSP"," 38270256"," 28/12/2012 00","00",315
"316","Funciona","POINT (-47.2448767124002 -22.8911912766394)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL BROMELIAS I E II                                "," "," 440"," "," FAR"," GLEBA REMANESCENTE 8A                                       "," "," "," "," "," Hortolândia "," 3519071"," RMC"," 40855322"," 31/05/2013 00","00",316
"317","Funciona","POINT (-49.1205560004463 -22.3155560004556)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TRES AMERICAS                                   "," ASSINADO"," 496"," "," FAR"," "," "," PROLONGAMENTO DA RUA MANOEL R. MADURO, S/N                  "," "," "," BAURU"," 3506003"," ESP"," 32759727"," 29/12/2010 00","00",317
"318","Funciona","POINT (-46.8319954706616 -24.1754904582796)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DOS JACANAS           "," ASSINADO"," 60"," "," FAR"," RUA A 1"," "," RUA A, RUA 2 E RUA 4 - QUADRA 81                            "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40864182"," 28/06/2013 00","00",318
"319","Funciona","POINT (-46.8242442573877 -24.1703285592521)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINO DAS GARCAS                                        "," ASSINADO"," 72"," "," FAR"," RUA DOZE 1"," "," RUA 12 13 I E H - QUADRA 58                                 "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39107118"," 29/06/2012 00","00",319
"320","Funciona","POINT (-46.837973694654 -24.1549391823418)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DOS TANGARAS          "," ASSINADO"," 120"," "," FAR"," RUA DEZOITO 1"," "," RUA 18 19 I E J - QUADRA 45 - LOTEAMENTO GUAPURA            "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39106207"," 28/02/2014 00","00",320
"321","Funciona","POINT (-46.6692537023415 -23.7607898707187)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," AMERICA DO SUL, LOTEAMENTO                                  "," ASSINADO"," 1188"," "," FAR"," ESTRADA DO BARRO BRANCO 1500"," "," ESTRADA DO BARRO BRANCO 1500 C/ RUA PROJETADA S/N           "," "," "," SÃO PAULO"," 3550308"," RMSP"," 41596552"," 27/06/2013 00","00",321
"322","Funciona","POINT (-46.7805560004562 -23.8755560004936)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PQ DO CIPÓ - COND RES CIPÓ II"," ASSINADO"," 300"," "," FAR"," "," "," AVENIDA DO MOINHO, 428 - CIPó-GUAçU"," "," "," EMBU-GUAÇU"," 3515103"," RMSP"," 1119432"," 30/12/2013 00","00",322
