"","status","geometry","type","source","sYear","Financiado","Fase","Quantidade de UH","Tipo de UH"," Programa"," Valor Estadual"," Valor Total"," Logradouro"," Número do Logradouro"," Bairro"," CEP"," Município"," Código do Município"," Região"," Longitude","Latitude","id"
"1538","Funciona","POINT (-47.358565 -20.555856)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 22490,12"," 68000"," R ROSA CLERIA DE FATIMA"," 6301"," CHICO NECA"," 14412191"," FRANCA"," 3516200"," ESP"," -47.358565"," -20.555856",1538
"1539","Funciona","POINT (-47.771208 -21.23191)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 9605,24"," 144750"," R.OLAVO RODRIGUES DE SOUZA N"," 200"," COND GUAPORE"," 14098555"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.771208"," -21.23191",1539
"1540","Funciona","POINT (-47.4 -20.487806)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 34500"," 105000"," MARIO DE ANDRADE"," 979"," RES DOM BOSCO"," 14409506"," FRANCA"," 3516200"," ESP"," -47.4"," -20.487806",1540
"1541","Funciona","POINT (-46.951266 -23.449467)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 16799,18"," 190000"," ECOTURISTICA DO SURU"," 1022"," JD PRF BENOA"," 6502065"," SANTANA DE PARNAÍBA"," 3547304"," RMSP"," -46.951266"," -23.449467",1541
"1542","Funciona","POINT (-46.187966 -23.541492)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 6757,26"," 188400"," PREF FCO R NOGUEIRA"," 0"," S J CAPUTERA"," 8717400"," MOGI DAS CRUZES"," 3530607"," RMSP"," -46.187966"," -23.541492",1542
"1543","Funciona","POINT (-46.988042 -24.312321)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 23026,64"," 140000"," IGUACU"," 260"," JD RIBAMAR"," 11750000"," PERUÍBE"," 3537602"," RMBS"," -46.988042"," -24.312321",1543
"1544","Funciona","POINT (-46.547215 -23.434299)","Atendimento Individual","Casa Paulista","2014"," FUND.PARA O REMEDIO POPULAR-FURP"," Entregue"," 1"," "," SPE"," 33998,22"," 180694,54"," VICENZO PACIULLO"," 0"," PICANCO"," 7082290"," GUARULHOS"," 3518800"," RMSP"," -46.547215"," -23.434299",1544
"1545","Funciona","POINT (-46.420182 -23.46633)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 170000"," JOSE MIGUEL ACKEL"," 1"," PIMENTAS"," 7241090"," GUARULHOS"," 3518800"," RMSP"," -46.420182"," -23.46633",1545
"1546","Funciona","POINT (-50.429335 -22.665025)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 29834,16"," 115000"," JOAO MALDONADO"," 0"," VILA RIBEIRO"," 19812000"," ASSIS"," 3504008"," ESP"," -50.429335"," -22.665025",1546
"1547","Funciona","POINT (-46.381765 -23.487538)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 59500"," 185000"," JOAQUIM INACIO CARDOSO"," 830"," JD OLIVEIRAS"," 8111210"," SÃO PAULO"," 3550308"," RMSP"," -46.381765"," -23.487538",1547
"1548","Funciona","POINT (-47.724222 -21.170861)","Atendimento Individual","Casa Paulista","2014"," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 28173,94"," 145000"," MARIA PERONE SARMENTO"," 135"," ANGELO JURCA"," 14093668"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.724222"," -21.170861",1548
"1549","Funciona","POINT (-49.407967 -20.808649)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 31606,17"," 127000"," RUA PROJETADA A S/N  BL"," 14"," LOTEAMENTO CLUBE V"," 15057524"," SÃO JOSÉ DO RIO PRETO"," 3549805"," ESP"," -49.407967"," -20.808649",1549
"1550","Funciona","POINT (-47.410835 -21.984553)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 30387,22"," 115000"," R MANOEL LEME FRANCO,"," 1100"," JARDIM FERRAREZI"," 13636085"," PIRASSUNUNGA"," 3539301"," ESP"," -47.410835"," -21.984553",1550
"1551","Funciona","POINT (-45.511364 -22.946983)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 25531,73"," 155000"," NICANOR R NOGUEIRA"," 1784"," ARARETAMA"," 12423010"," PINDAMONHANGABA"," 3538006"," RMVPLN"," -45.511364"," -22.946983",1551
"1552","Funciona","POINT (-46.399206 -23.435911)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 22293,35"," 158591"," "," "," BOM SUCESSO"," 7251000"," GUARULHOS"," 3518800"," RMSP"," -46.399206"," -23.435911",1552
"1553","Funciona","POINT (-45.555309 -23.006789)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 32501,28"," 143400"," AV SANTA CRUZ DO AREAO"," 0"," VILA AREAO"," 12061100"," TAUBATÉ"," 3554102"," RMVPLN"," -45.555309"," -23.006789",1553
"1554","Funciona","POINT (-46.581341 -23.59659)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 148500"," "," "," "," 3153000"," SÃO PAULO"," 3550308"," RMSP"," -46.581341"," -23.59659",1554
"1555","Funciona","POINT (-46.549928 -23.496823)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 25346,26"," 180000"," GUARULHOS"," 2845"," PONTE GRANDE"," 7031000"," GUARULHOS"," 3518800"," RMSP"," -46.549928"," -23.496823",1555
"1556","Funciona","POINT (-51.377587 -22.110826)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 111550"," RUA ALVINO GOMES TEIXEIRA"," 495"," VILA FURQUIM"," 19030440"," PRESIDENTE PRUDENTE"," 3541406"," ESP"," -51.377587"," -22.110826",1556
"1557","Funciona","POINT (-47.774037 -21.189744)","Atendimento Individual","Casa Paulista","2014"," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 3100"," 121000"," AVENIDA AV LEAO XIII"," "," CENTRO"," 14095020"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.774037"," -21.189744",1557
"1558","Funciona","POINT (-48.207591 -21.791471)","Atendimento Individual","Casa Paulista","2014"," CENTRO EDUC. TECNOL.PAULA SOUZA-CEETEPS"," Entregue"," 1"," "," SPE"," 34500"," 114000"," PAULINO RODELLA"," 1234"," PQ LARANJEIRAS"," 14801719"," ARARAQUARA"," 3503208"," ESP"," -48.207591"," -21.791471",1558
"1559","Funciona","POINT (-51.377587 -22.110826)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 11239,50"," 111550"," RUA ALVINO GOMES TEIXEIRA"," 495"," VILA FURQUIM"," 19030440"," PRESIDENTE PRUDENTE"," 3541406"," ESP"," -51.377587"," -22.110826",1559
"1560","Funciona","POINT (-46.428927 -23.51764)","Atendimento Individual","Casa Paulista","2014"," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 26614,82"," 169039,50"," R JEQUIRANA,"," 515"," JD SANTO ANTONIO"," 08032230"," SÃO PAULO"," 3550308"," RMSP"," -46.428927"," -23.51764",1560
"1561","Funciona","POINT (-47.374391 -20.556943)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 130000"," "," "," JD NOEMIA"," 14403762"," FRANCA"," 3516200"," ESP"," -47.374391"," -20.556943",1561
"1562","Funciona","POINT (-45.913082 -23.239429)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 14859,08"," 134000"," RAIMUNDO BARBOSA NOGUEIR"," 0"," JD VENEZA"," 12237828"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.913082"," -23.239429",1562
"1563","Funciona","POINT (-46.955625 -23.625225)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 110500"," ESTRADA DO MORRO GRANDE"," 3500"," DA GRACA"," 6700650"," COTIA"," 3513009"," RMSP"," -46.955625"," -23.625225",1563
"1564","Funciona","POINT (-46.436291 -23.502731)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 3100"," 180000"," MARIA SUZANO POLILO"," 538"," VILA ROSARIA"," 8021300"," SÃO PAULO"," 3550308"," RMSP"," -46.436291"," -23.502731",1564
"1565","Funciona","POINT (-45.104227 -22.747765)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 20010,15"," 130000"," RUA OLAVO BILAC,"," 800"," VILA MARIA DE LOURDES"," 12606550"," LORENA"," 3527207"," RMVPLN"," -45.104227"," -22.747765",1565
"1566","Funciona","POINT (-50.639168 -21.251697)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 85000"," GORDIANO PESSOA"," 911"," SANTO ANTONIO"," 16700000"," GUARARAPES"," 3518206"," ESP"," -50.639168"," -21.251697",1566
"1567","Funciona","POINT (-46.496786 -23.68871)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 180000"," RUA ANTONIO SALES "," 209"," VILA GUARACIABA"," 09121770"," SANTO ANDRÉ"," 3547809"," RMSP"," -46.496786"," -23.68871",1567
"1568","Funciona","POINT (-45.452449 -22.918137)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 13805,51"," 109500"," MONS JOAO JOSE DE AZEVED"," 0"," CRISPIM"," 12402010"," PINDAMONHANGABA"," 3538006"," RMVPLN"," -45.452449"," -22.918137",1568
"1569","Funciona","POINT (-51.366437 -20.890315)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 32214,07"," 115000"," RUA CAMPO GRANDE Nø"," 1471"," VILA MINEIRA"," 0"," ANDRADINA"," 3502101"," ESP"," -51.366437"," -20.890315",1569
"1570","Funciona","POINT (-47.123251 -22.950155)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 7983,53"," 130000"," R PAULO VIANNA DE SOUZA"," 270"," PRQ RES VL UN"," 13060726"," CAMPINAS"," 3509502"," RMC"," -47.123251"," -22.950155",1570
"1571","Funciona","POINT (-50.24758 -20.281023)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," R JOAO GOSS, PARTE DO LOTE"," 17"," PARQUE UNIVERSITARIO"," 15600000"," FERNANDÓPOLIS"," 3515509"," ESP"," -50.24758"," -20.281023",1571
"1572","Funciona","POINT (-47.022911 -23.684853)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 28809,55"," 135000"," "," "," CAUCAIA DO ALT"," 6726400"," COTIA"," 3513009"," ESP"," -47.022911"," -23.684853",1572
"1573","Funciona","POINT (-45.824607 -23.236288)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 18638,81"," 150000"," RUA BENEDITO FERNANDES DAS NEVES"," 211"," JD SANTA JULIA"," 12228296"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.824607"," -23.236288",1573
"1574","Funciona","POINT (-50.49469 -21.940739)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 115000"," JOSE APORTA FLOR"," 60"," PRQ RES CASARI"," 17603773"," TUPÃ"," 3555000"," ESP"," -50.49469"," -21.940739",1574
"1575","Funciona","POINT (-46.353658 -23.502947)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 17015,84"," 120000"," MARINGA"," 400"," ARACARE"," 8574310"," ITAQUAQUECETUBA"," 3523107"," RMSP"," -46.353658"," -23.502947",1575
"1576","Funciona","POINT (-46.311051 -23.557389)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 145624,69"," RUA BAHE MACEDO SN BLC"," 9"," CIDADE EDSON"," 08665310"," SUZANO"," 3552502"," RMSP"," -46.311051"," -23.557389",1576
"1577","Funciona","POINT (-45.888641 -23.247077)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 21795,55"," 130000"," AV OURO FINO"," 1321"," BOSQUE DOS EUCALIPTOS"," 12233401"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.888641"," -23.247077",1577
"1578","Funciona","POINT (-47.498835 -23.465764)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 13069,70"," 124800"," BENEDITO DIAS BATISTA,"," 0"," JD BETANIA"," 18071586"," SOROCABA"," 3552205"," RMS"," -47.498835"," -23.465764",1578
"1579","Funciona","POINT (-48.122697 -23.537408)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 34500"," 115000"," RDV ARISTIDES COSTA BARROS"," 0"," "," 18209600"," ITAPETININGA"," 3522307"," ESP"," -48.122697"," -23.537408",1579
"1580","Funciona","POINT (-49.647945 -20.624985)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 90000"," PROJETADA E"," 1"," CONVERD III"," 15170000"," TANABI"," 3553401"," ESP"," -49.647945"," -20.624985",1580
"1581","Funciona","POINT (-48.042246 -23.568955)","Atendimento Individual","Casa Paulista","2014"," HOSPITAL DAS CLINICAS FAC.MED. RIB.PRETO"," Entregue"," 1"," "," SPE"," 31032,17"," 115000"," JOAO B P GAVIAO"," 358"," JD C GRANDE"," 18211030"," ITAPETININGA"," 3522307"," ESP"," -48.042246"," -23.568955",1581
"1582","Funciona","POINT (-47.271517 -22.808608)","Atendimento Individual","Casa Paulista","2014"," POLICIA MILITAR ESTADO SAO PAULO"," Entregue"," 1"," "," SPE"," 3100"," 180000"," RUA  JOAO SPANHOL"," 88"," JARDIM DAS ORQUIDEAS"," 13174403"," SUMARÉ"," 3552403"," RMC"," -47.271517"," -22.808608",1582
"1583","Funciona","POINT (-45.449685 -23.663463)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 25533,41"," 130000"," R DEZESSETE"," 149"," PR PALMEIRAS"," 11672260"," CARAGUATATUBA"," 3510500"," RMVPLN"," -45.449685"," -23.663463",1583
"1584","Funciona","POINT (-47.352501 -20.559398)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 140000"," IRACI ALONSO GARCIA"," 3470"," RES ZANETTI"," 14412362"," FRANCA"," 3516200"," ESP"," -47.352501"," -20.559398",1584
"1585","Funciona","POINT (-45.445482 -23.69967)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 19410,41"," 150000"," BENJAMIN A S JUNIOR"," 796"," JARDIM TARUMAS"," 11669292"," CARAGUATATUBA"," 3510500"," RMVPLN"," -45.445482"," -23.69967",1585
"1586","Funciona","POINT (-48.982293 -21.158607)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 25500"," 115000"," RUA RUA CARLOS MACHADO"," 137"," RESIDENCIAL GRAN VILLE"," 15800050"," CATANDUVA"," 3511102"," ESP"," -48.982293"," -21.158607",1586
"1587","Funciona","POINT (-50.454659 -21.171516)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 115000"," ANTONIO DOS S. RIBEIRO"," 263"," VILA ALBA"," 16057560"," ARAÇATUBA"," 3502804"," ESP"," -50.454659"," -21.171516",1587
"1588","Funciona","POINT (-45.913264 -23.239605)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 32535,40"," 127000"," RAIMUNDO BARBOSA NOGUEIR"," 0"," JD VENEZA"," 12237828"," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," -45.913264"," -23.239605",1588
"1589","Funciona","POINT (-50.0821 -21.406556)","Atendimento Individual","Casa Paulista","2014"," UNIVERSIDADE DE SAO PAULO-USP"," Entregue"," 1"," "," SPE"," 34500"," 115000"," MANOEL MARTINS PEREIRA"," 0"," SANTA LEONOR"," 16300000"," PENÁPOLIS"," 3537305"," ESP"," -50.0821"," -21.406556",1589
"1590","Funciona","POINT (-49.742181 -21.676741)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34500"," 100000"," JOSE TELLES"," 0"," "," 16404315"," LINS"," 3527108"," ESP"," -49.742181"," -21.676741",1590
"1591","Funciona","POINT (-47.333176 -22.751028)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 9851,83"," 130000"," "," "," OR ONGARO"," 13100000"," AMERICANA"," 3501608"," RMC"," -47.333176"," -22.751028",1591
"1592","Funciona","POINT (-45.606194 -23.035823)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 129500"," FRANCISCO ALVES MONTEIRO"," 0"," PIRACANGAGUA"," 12080000"," TAUBATÉ"," 3554102"," RMVPLN"," -45.606194"," -23.035823",1592
"1593","Funciona","POINT (-47.366284 -20.581285)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 125000"," RUA GERALDO RODRIGUES DE CARVALHO"," 1835"," JD AEROPORTO II"," 14404120"," FRANCA"," 3516200"," ESP"," -47.366284"," -20.581285",1593
"1594","Funciona","POINT (-45.526378 -23.006727)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 138000"," JOAQUIM CARLOS DA SILVA"," 150"," CAVARUCANGUERA"," 12071500"," TAUBATÉ"," 3554102"," RMVPLN"," -45.526378"," -23.006727",1594
"1595","Funciona","POINT (-45.371463 -22.887129)","Atendimento Individual","Casa Paulista","2014"," TRANSPORTES METROPOLITANOS"," Entregue"," 1"," "," SPE"," 13566,66"," 163500"," RUA NORUEGA NR"," 489"," RESIDENCIAL PASIN"," 12445630"," PINDAMONHANGABA"," 3538006"," RMVPLN"," -45.371463"," -22.887129",1595
"1596","Funciona","POINT (-48.934835 -23.080968)","Atendimento Individual","Casa Paulista","2014"," PLANEJAMENTO E DESENVOLVIMENTO REGIONAL"," Entregue"," 1"," "," SPE"," 28557,02"," 98000"," MARIA JOAQUINA F PEREIRA"," 0"," CHACARA TINOCO"," 18706882"," AVARÉ"," 3504503"," ESP"," -48.934835"," -23.080968",1596
"1597","Funciona","POINT (-50.066054 -21.414329)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 32668,53"," 115000"," RUA VINTE E UM DE ABRIL,"," 279"," VILA SAO JOAO"," 16300000"," PENÁPOLIS"," 3537305"," ESP"," -50.066054"," -21.414329",1597
"1598","Funciona","POINT (-47.783638 -21.17642)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 10371,61"," 130000"," RUA TERESA CRISTINA,"," 2405"," JD. PAULISTANO"," 14090320"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.783638"," -21.17642",1598
"1599","Funciona","POINT (-46.299837 -23.547114)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 102900"," GATO CINZENTO"," 25"," VILA URUPES"," 8615070"," SUZANO"," 3552502"," RMSP"," -46.299837"," -23.547114",1599
"1600","Funciona","POINT (-45.524148 -23.011017)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 128000"," DR JOSE ORTIZ PATTO"," 0"," BAIRRO DO UNA"," 12072010"," TAUBATÉ"," 3554102"," ESP"," -45.524148"," -23.011017",1600
"1601","Funciona","POINT (-46.406511 -23.410748)","Atendimento Individual","Casa Paulista","2014"," FUND.PARA O REMEDIO POPULAR-FURP"," Entregue"," 1"," "," SPE"," 18610,96"," 148000"," SENHOR DO BONFIM"," 444"," JARDIM DO TRIU"," 7175440"," GUARULHOS"," 3518800"," RMSP"," -46.406511"," -23.410748",1601
"1602","Funciona","POINT (-47.787744 -21.213528)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 144566"," GUILHERMINA CUNHA COELHO"," 160"," CITY RIBEIRAO"," 14021520"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.787744"," -21.213528",1602
"1603","Funciona","POINT (-48.042316 -23.570468)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 14173,73"," 105000"," RUA VALDEMIR PANELLI DAS DORES"," 314"," JARDIM CASA GRANDE"," 18211090"," ITAPETININGA"," 3522307"," ESP"," -48.042316"," -23.570468",1603
"1604","Funciona","POINT (-47.473933 -23.548585)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 122669,27"," AV ADOLPHO MASSAGLIA"," 800"," VOSSOROCA"," 18116175"," VOTORANTIM"," 3557006"," RMS"," -47.473933"," -23.548585",1604
"1605","Funciona","POINT (-47.810323 -21.1704)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 28444,61"," 120000"," Rua Antonio Rodrigues de Almeida"," 525"," João Rossi"," "," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.810323"," -21.1704",1605
"1606","Funciona","POINT (-47.533431 -22.457474)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 34357,22"," 125000"," PALMEIRAS"," 1361"," BAL PALMEIRAS"," 11730000"," SANTA GERTRUDES"," 3546702"," RMBS"," -47.533431"," -22.457474",1606
"1607","Funciona","POINT (-46.440639 -23.556147)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 3100"," 130000"," BARTOLOMEU FERRARI"," 709"," CJ RES J BONI"," 8253610"," SÃO PAULO"," 3550308"," RMSP"," -46.440639"," -23.556147",1607
"1608","Funciona","POINT (-46.896469 -23.515952)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 11309,42"," 165000"," HENRIQUE GONCALVES BAPTI"," 2245"," JARDIM BELVAL"," 6420130"," BARUERI"," 3505708"," RMSP"," -46.896469"," -23.515952",1608
"1609","Funciona","POINT (-50.355409 -21.30694)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 105000"," SANTO MAMPRIM"," 550"," RES MANUELA"," 16204139"," BIRIGUI"," 3506508"," ESP"," -50.355409"," -21.30694",1609
"1610","Funciona","POINT (-47.460344 -23.474598)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 33867,38"," 145000"," R.MANOEL COSTA PEREIRA,"," 253"," JARDIM BRASILANDIA"," 18075720"," SOROCABA"," 3552205"," RMS"," -47.460344"," -23.474598",1610
"1611","Funciona","POINT (-46.527813 -23.429055)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 12468,29"," 138560"," FLORO DE OLIVEIRA"," 0"," DOS MORROS"," 7135313"," GUARULHOS"," 3518800"," RMSP"," -46.527813"," -23.429055",1611
"1612","Funciona","POINT (-46.658812 -24.108369)","Atendimento Individual","Casa Paulista","2014"," FAZENDA"," Entregue"," 1"," "," SPE"," 25180,26"," 125711"," AV VICENTE DE CARVALHO"," 435"," VILA SEABRA"," 11730000"," MONGAGUÁ"," 3531100"," RMBS"," -46.658812"," -24.108369",1612
"1613","Funciona","POINT (-46.622444 -23.544057)","Atendimento Individual","Casa Paulista","2014"," SAO PAULO PREVIDENCIA-SPPREV"," Entregue"," 1"," "," SPE"," 34500"," 95000"," DO GASOMETRO"," 738"," BRAS"," 3004000"," SÃO PAULO"," 3550308"," RMSP"," -46.622444"," -23.544057",1613
"1614","Funciona","POINT (-49.236453 -22.887635)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 27731,83"," 90000"," RUA PARA,"," 309"," JD SOTERO COSTA"," 18770000"," ÁGUAS DE SANTA BÁRBARA"," 3500550"," ESP"," -49.236453"," -22.887635",1614
"1615","Funciona","POINT (-49.319973 -23.006888)","Atendimento Individual","Casa Paulista","2014"," ADMINISTRACAO PENITENCIARIA"," Entregue"," 1"," "," SPE"," 3100"," 69111,27"," "," "," RES CLELIA II"," 18780000"," MANDURI"," 3528601"," ESP"," -49.319973"," -23.006888",1615
"1616","Funciona","POINT (-50.872429 -21.22239)","Atendimento Individual","Casa Paulista","2014"," FUND.CTO.AT.SOCIO-EDUC.ADOL.FUND.CASA-SP"," Entregue"," 1"," "," SPE"," 31053,32"," 115000"," RUA RUA JAPAO"," 279"," CENTRO"," 16880000"," VALPARAÍSO"," 3556305"," ESP"," -50.872429"," -21.22239",1616
"1617","Funciona","POINT (-47.776947 -21.194113)","Atendimento Individual","Casa Paulista","2014"," SAUDE"," Entregue"," 1"," "," SPE"," 20917,19"," 144978,83"," LEAO XIII"," 3905"," LAGOINHA"," 14096080"," RIBEIRÃO PRETO"," 3543402"," ESP"," -47.776947"," -21.194113",1617
"1618","Funciona","POINT (-46.534152 -24.051321)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 28796,70"," 146670,30"," MATHILDE DE A SETUBAL"," 485"," VL CAICARA"," 11706360"," PRAIA GRANDE"," 3541000"," RMBS"," -46.534152"," -24.051321",1618
"1619","Funciona","POINT (-50.64585 -21.252867)","Atendimento Individual","Casa Paulista","2014"," EDUCACAO"," Entregue"," 1"," "," SPE"," 34500"," 90000"," RUA JO=O MARICATO, NR"," 137"," LOT. DE INTERESSE SOLCIAL "" Má"," 16700000"," GUARARAPES"," 3518206"," ESP"," -50.64585"," -21.252867",1619
